author	total	models	training	safety	memory	vision	voice	other	scholar_url	affiliation	citations
Maksim Zhdanov	2	0	0	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=Llnm6XgAAAAJ	University of Amsterdam	104
Maksym Andriushchenko	2	0	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=ZNtuJYoAAAAJ	ELLIS Institute Tübingen & Max Planck Institute for Intelligent Systems	10299
Manh Dao	2	0	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=AWC8bjQAAAAJ	Samsung Electronics	344
Maojia Song	2	0	0	0	1	1	0	0	https://scholar.google.com/citations?hl=en&user=J1cg8fIAAAAJ	University of Leeds	292
Maotao Guo	2	2	0	0	0	0	0	0	NOT_FOUND		
Marco Baity-Jesi	2	1	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=4S1Ajs8AAAAJ	Eawag	2735
Marco Ciccone	2	0	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=qIj_5TQAAAAJ	Università di Bari-Professore Associato di Malattie dell'Apparato Cardiovascolare-MED 11	12537
Marco Cuturi	2	1	0	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=kQEydDMAAAAJ	Apple / CREST-ENSAE	29785
Marco Mondelli	2	2	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=BHdSb5AAAAAJ	Professor, IST Austria	2983
Marco Mussi	2	1	0	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=3gca-JUAAAAJ	Assistant Professor, Politecnico di Milano	252
Marco Romanelli	2	0	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=KdLjd8sAAAAJ	Institut FOTON	42394
Marcus Hutter	2	0	0	1	1	0	0	0	https://scholar.google.com/citations?hl=en&user=7hmCntEAAAAJ	Researcher@DeepMind & Professor at ANU	14149
Mariah Schrum	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=QuzrQzIAAAAJ	Research Scientist, Toyota Research Institute	911
Marinka Zitnik	2	1	0	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=YtUDgPIAAAAJ	Associate Professor, Harvard University	40414
Mario Fritz	2	0	0	2	0	0	0	0	https://scholar.google.com/citations?hl=en&user=4V1nNm4AAAAJ	Faculty CISPA Helmholtz Center for Information Security; Professor Saarland University	32613
Mark Collier	2	0	0	1	0	1	0	0	https://scholar.google.com/citations?hl=en&user=U4rBrcgAAAAJ	Google	5423
Mark Goldstein	2	2	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=FxNSMwQAAAAJ	Sr. Scientist and Chair MammaCare® Foundation , MammaTech	1826
Mark Hoogendoorn	2	0	0	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=3s4lqHkAAAAJ	Full Professor of Artificial Intelligence, Vrije Universiteit Amsterdam	6165
Mark Horowitz	2	0	0	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=e7V7-gEAAAAJ	Professor of Electrical Engineering and Computer Science	75072
Mark Ibrahim	2	0	0	1	0	1	0	0	https://scholar.google.com/citations?hl=en&user=AqYyoCMAAAAJ	Fundamental AI Research, Meta AI	3543
Mark Wilk	2	1	0	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=tWCmE8YAAAAJ	Isaac Peral Distinguished Researcher, UPM	36041
Marlos Machado	2	1	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=xf_n4xUAAAAJ	University of Alberta | Amii | Canada CIFAR AI Chair	4555
Martin Müller	2	2	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=8md_GsMAAAAJ		41414
Martin Schrimpf	2	1	0	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=RiZ-RdwAAAAJ	EPFL	5495
Marwa Abdulhai	2	0	1	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=zFNvU34AAAAJ	Berkeley	943
Massimiliano Pontil	2	1	0	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=lcOacs8AAAAJ	Istituto Italiano di Tecnologia & University College London	41418
Mateusz Ostaszewski	2	0	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=kzoti-4AAAAJ	Warsaw University of Technology	1906
Matias Altamirano	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=qxVZ-mIAAAAJ	University College London	192
Matteo Castiglioni	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=NPE3HAYAAAAJ	Assistant Professor, Politecnico di Milano	1670
Matteo Papini	2	0	0	1	0	0	0	1	https://scholar.google.com/citations?hl=en&user=A2WxZlsAAAAJ	Università degli Studi di Milano	1302
Matthew Reimherr	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=UZcbx9gAAAAJ	Amazon, Pennsylvania State University	3444
Max Ku	2	0	0	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=oCFgVhUAAAAJ	University of Waterloo	3298
Max Tegmark	2	0	0	2	0	0	0	0	https://scholar.google.com/citations?hl=en&user=eBXEZxgAAAAJ	Professor of Physics, MIT	115792
Maxim Panov	2	0	0	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=BqDhGJQAAAAJ	Assistant Professor at Mohamed bin Zayed University of Artificial Intelligence (MBZUAI)	2426
Mayur Naik	2	0	0	1	0	1	0	0	https://scholar.google.com/citations?hl=en&user=fmsV6nEAAAAJ	Misra Family Professor of Computer Science, University of Pennsylvania	12773
Meena Jagadeesan	2	0	1	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=XW62DrcAAAAJ	University of Pennsylvania, Stanford University	1009
Meng Liu	2	0	0	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=LHOWDl4AAAAJ	Postdoc of Department of Biochemistry and Medical Sciences, Mcmaster University	16620
Mengye Ren	2	0	1	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=XcQ9WqMAAAAJ	NYU	11269
Mengzhou Xia	2	1	0	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=fNexhaUAAAAJ	OpenAI	6679
Micah Goldblum	2	2	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=pGDKzuUAAAAJ	Columbia University	14407
Michael Dusenberry	2	0	0	2	0	0	0	0	https://scholar.google.com/citations?hl=en&user=6JIHl-YAAAAJ	Research Engineer, Google DeepMind	16489
Michael Gastpar	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=IQ3hcw4AAAAJ	Professor, Ecole Polytechnique Fédérale (EPFL), Switzerland	16226
Michael Poli	2	1	0	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=RgIBwboAAAAJ	Radical Numerics, Stanford University	4655
Michael Zhang	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=W1Ytj3QAAAAJ	professor of university of texas at Dallas	87493
Michal Nauman	2	0	1	0	1	0	0	0	https://scholar.google.com/citations?hl=en&user=GnEVRtQAAAAJ	University of Warsaw, UC Berkeley	284
Michal Valko	2	0	1	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=jrazNCQAAAAJ	Founding Researcher @ Isara Labs, Inria & MVA - Ex: Llama at Meta; Gemini and BYOL …	39283
Michał Bortkiewicz	2	0	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=n48kTdsAAAAJ	PhD Student, Warsaw University of Technology	239
Mido Assran	2	0	0	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=gcQTTvkAAAAJ	Research Scientist at Meta AI (FAIR)	16214
Milad Nasr	2	0	0	1	1	0	0	0	https://scholar.google.com/citations?hl=en&user=k6-nvDAAAAAJ	Anthropic	33143
Miltiadis Allamanis	2	0	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=rYsjwZgAAAAJ	Google DeepMind	22183
Min Cai	2	0	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=kHg_k5kAAAAJ	Professor, Geomechanics Research Chair, Laurentian University, Canada	17390
Min Lin	2	1	0	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=BGONmkIAAAAJ	Principal Research Scientist, Sea AI Lab	27760
Min-ling Zhang	2	0	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=uFHCIM0AAAAJ	Professor, School of Computer Science and Engineering, Southeast University, China	23562
Ming Lin	2	0	0	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=l3MBb3EAAAAJ	University of Maryland at College Park & Amazon	46091
Ming-hsuan Yang	2	0	0	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=p9-ohHsAAAAJ	University of California at Merced; Google DeepMind	178928
Ming-kun Xie	2	0	0	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=DxUxwnMAAAAJ	RIKEN Center for Advanced Intelligence Project	1071
Minghao Guo	2	0	0	1	0	0	0	1	https://scholar.google.com/citations?hl=en&user=Hq2unJcAAAAJ	MIT	1101
Minghong Fang	2	0	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=L6vkkC8AAAAJ	University of Louisville	5795
Minghua Chen	2	2	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=_IEF2uEAAAAJ	Harbin University of Science and Technology	11298
Mingtian Zhang	2	0	1	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=gUYC_wwAAAAJ	Research Fellow, University College London	869
Mingyuan Zhou	2	0	0	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=LXwCIisAAAAJ	Professor, University of Texas at Austin; Microsoft AI Superintelligence	13427
Mingyue Cheng	2	2	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=74IhSx8AAAAJ	University of Science and Technology of China	1992
Mingzhou Fan	2	1	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=Gpt2-nAAAAAJ	huawei	102
Minhao Cheng	2	0	0	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=_LkC1yoAAAAJ	Assistant Professor of Information Sciences and Technology, Penn State	4847
Minkai Xu	2	1	0	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=fKuiInUAAAAJ	Google DeepMind & Stanford University	5791
Mintong Kang	2	0	0	1	1	0	0	0	https://scholar.google.com/citations?hl=en&user=oHXw2SAAAAAJ	University of Illinois at Urbana-Champaign	1934
Mislav Balunovic	2	0	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=fxkgmGwAAAAJ	Google DeepMind	3698
Mitchell Black	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=ibUtq-QAAAAJ	Bureau of Meteorology	1926
Mitesh Khapra	2	0	1	0	0	0	1	0	https://scholar.google.com/citations?hl=en&user=DV8z8DYAAAAJ	Indian Institute of Technology Madras	9182
Mohamed-slim Alouini	2	0	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=HqIyyXcAAAAJ	Wireless CT Lab, King Abdullah University of Science and Technology (KAUST), Kingdom of …	124752
Mohammad Ammar	2	0	0	1	0	1	0	0	https://scholar.google.com/citations?hl=en&user=I1kYfWUAAAAJ	أستاذ جغرافيا	5741
Mohammad Hajiesmaili	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=XCGuYKIAAAAJ	Associate Professor, Manning College of Information and Computer Sciences, UMass …	2218
Mohammad Havaei	2	1	0	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=LAoMyyoAAAAJ	Google	7218
Mohammad Khan	2	0	1	0	1	0	0	0	https://scholar.google.com/citations?hl=en&user=Jg549MMAAAAJ	Lecturer of Computer Science	65733
Mohammad Rohban	2	0	0	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=pRyJ6FkAAAAJ	Associate Professor in Computer Engineering, Sharif University of Technology	6120
Mohammad Shoeybi	2	0	1	0	1	0	0	0	https://scholar.google.com/citations?hl=en&user=62ElavIAAAAJ	Senior Director of Applied Research at NVIDIA	18249
Mohsen Guizani	2	0	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=RigrYkcAAAAJ	Mohamed Bin Zayed University of Artificial Intelligence (MBZUAI)	115477
Molei Tao	2	1	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=r4V8UdYAAAAJ	Associate Professor, Georgia Institute of Technology	2598
Mufei Li	2	0	0	0	1	1	0	0	https://scholar.google.com/citations?hl=en&user=lwbnLDYAAAAJ	Georgia Institute of Technology	3937
Muhan Zhang	2	2	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=OBBqkosAAAAJ	Peking University	14459
Muyang Li	2	0	0	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=pSbHlisAAAAJ	Resolian	2711
Myungjoo Kang	2	1	0	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=66v1QTcAAAAJ	College of Pharmacy, Dankook University	3051
N. Heess	2	2	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=79k7bGEAAAAJ	DeepMind	78886
N. Moubayed	2	0	0	2	0	0	0	0	https://scholar.google.com/citations?hl=en&user=wXbdZuQAAAAJ	Lebanese University, Faculty of Engineering	4170
Nabeel Seedat	2	0	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=nUZG1SEAAAAJ	University of Cambridge	1214
Nagarajan Natarajan	2	0	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=ZBkUp20AAAAJ	Researcher, Microsoft Research India	5205
Naman Jain	2	0	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=6oqV3v8AAAAJ	UC Berkeley	4265
Namrata Vaswani	2	1	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=s-dQPO8AAAAJ	Professor, Iowa State University	6246
Nan Guan	2	0	0	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=3C7SPAgAAAAJ	City University of Hong Kong	7829
Nan Jiang	2	0	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=ObuNytsAAAAJ	Tianjin University	48730
Nan Yin	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=uTBMqQ4AAAAJ	Professor of Biomedical & Electrical Engineering, Penn State	6167
Nando Freitas	2	1	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=nzEluBwAAAAJ	CIFAR & DeepMind	83856
Nanning Zheng	2	1	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=iqMe3p8AAAAJ	Xi'an Jiaotong University	49329
Nanyun Peng	2	0	0	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=XxRXvX0AAAAJ	Associate Professor, UCLA	18956
Narun Raman	2	0	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=SEWbKagAAAAJ	University of British Columbia	118
Nathan Kallus	2	0	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=K2WfIlsAAAAJ	Cornell University	12104
Nayeli Zepeda	2	0	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=lKsFzJMAAAAJ	University of Vienna	190
Neel Guha	2	0	0	0	1	0	0	1	https://scholar.google.com/citations?hl=en&user=YI5N4HQAAAAJ	Stanford Computer Science, Stanford Law	16836
Negar Rostamzadeh	2	1	0	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=t5ak3j0AAAAJ	Research Scientist at Google Research	5302
Neil Shah	2	2	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=XssULnsAAAAJ	Professor of Medicine, University of California, San Francisco	39450
Nenghai Yu	2	0	0	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=7620QAMAAAAJ	University of Science and Technology of China	36633
Nguyen Hung-Quang	2	0	0	1	0	1	0	0	https://scholar.google.com/citations?hl=en&user=lXmQ2s0AAAAJ	Lawyer	126
Nianzu Yang	2	0	0	0	1	0	0	1	https://scholar.google.com/citations?hl=en&user=xdE233gAAAAJ	Shanghai Jiao Tong University	509
Nicholas Carlini	2	0	0	1	0	0	0	1	https://scholar.google.com/citations?hl=en&user=q4qDvAoAAAAJ	Anthropic	72454
Nicola Gatti	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=j-HrYREAAAAJ	Politecnico di Milano	6330
Nicolas Ballas	2	0	0	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=euUV4iUAAAAJ	Meta AI Research	34216
Nicolas Heess	2	1	0	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=79k7bGEAAAAJ	DeepMind	78886
Nicolas Huynh	2	0	1	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=NdvzxiAAAAAJ	University of Cambridge	393
Nicolas Michel	2	0	1	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=VBIa2tsAAAAJ	GANIL	5644
Nigam Shah	2	1	0	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=n63DmP8AAAAJ	Professor of Medicine, and Biomedical Data Science, Stanford University	50443
Nikhil Vyas	2	0	1	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=eWfiq9MAAAAJ	OpenAI	1306
Niloofar Mireshghallah	2	0	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=WUCu45YAAAAJ	Carnegie Mellon University, humans&	5496
Nina Miolane	2	1	0	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=YY0eJPQAAAAJ	Assistant Professor at UC Santa Barbara	1458
Ning Liu	2	1	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=8Uuel6kAAAAJ	UTSW	11236
Ning Yu	2	0	0	1	1	0	0	0	https://scholar.google.com/citations?hl=en&user=ZkW7C_MAAAAJ	Pennsylvania State University	6468
Nir Rosenfeld	2	0	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=WTlgnYkAAAAJ	Technion	982
Nora Belrose	2	0	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=p_oBc64AAAAJ	Research Lead, EleutherAI	1365
Nuoya Xiong	2	0	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=K7Q4GWQAAAAJ	Carnegie Mellon University	99
O. Vinyals	2	2	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=NkzyCvUAAAAJ	Research Scientist at Google DeepMind	440916
Ofir Press	2	0	0	1	0	1	0	0	https://scholar.google.com/citations?hl=en&user=LeHa8psAAAAJ	Princeton University	13395
Olga Kardymon	2	1	0	0	0	1	0	0	NOT_FOUND		
Ori Press	2	0	0	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=vDNPTAkAAAAJ	ML Researcher @ Nebius	1148
Oriol Vinyals	2	0	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=NkzyCvUAAAAJ	Research Scientist at Google DeepMind	440916
Osbert Bastani	2	0	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=cxYepGkAAAAJ	University of Pennsylvania	12221
Oscar Obeso	2	0	0	2	0	0	0	0	https://scholar.google.com/citations?hl=en&user=VMfmq7cAAAAJ	Anthropic	1013
Oskar Kviman	2	2	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=14zWu9UAAAAJ	Ph.D. student computer science, KTH	129
P. Srijith	2	0	1	0	0	0	0	1	NOT_FOUND		
Pablo Castro	2	1	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=oIq7F08AAAAJ	INFN - Sezione di Padova	56697
Pan Lu	2	0	0	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=IyucsdQAAAAJ	Stanford University	14396
Pan Peng	2	0	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=1frgEwUAAAAJ	Tsinghua University;Kyoto University	5554
Pan Xu	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=W0dYLnUAAAAJ	Chinese Academy of Sciences	7673
Pang Koh	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=Nn990CkAAAAJ	University of Washington, Microsoft AI	41008
Pascal Notin	2	0	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=soxv0s0AAAAJ	Harvard University	3177
Pascal Poupart	2	0	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=KhAJWroAAAAJ	University of Waterloo	12412
Patrick Leask	2	0	0	2	0	0	0	0	https://scholar.google.com/citations?hl=en&user=KRHo4psAAAAJ	Durham University	244
Pavel Strashnov	2	1	0	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=4FTEO80AAAAJ	Moscow State University	465
Pavlo Molchanov	2	1	0	0	1	0	0	0	https://scholar.google.com/citations?hl=en&user=J9PoyoIAAAAJ	NVIDIA Research	21864
Pedram Akbarian	2	2	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=eg68QWIAAAAJ	Ph.D. student, UT Austin	122
Peijie Dong	2	1	0	0	1	0	0	0	https://scholar.google.com/citations?hl=en&user=TqS6s4gAAAAJ	Ph.D. Candidate in HKUST(GZ)	1545
Peiwen Yuan	2	0	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=cUB5XN8AAAAJ	Beijing Institute of Technology	394
Peng Gao	2	0	0	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=vNFxXk4AAAAJ	FJIRSM CAS | EPFL | MPIP | SJTU	49950
Peng Jin	2	0	0	0	0	1	1	0	https://scholar.google.com/citations?hl=en&user=7vQGBWUAAAAJ	Human Genetics, Emory University School of Medicine	35530
Peng Xu	2	0	0	0	1	1	0	0	https://scholar.google.com/citations?hl=en&user=__f44UAAAAAJ	University of Maryland	61356
Peng Zhao	2	0	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=xJm3BLsAAAAJ	PhD., Professor, Zhejiang University	5509
Pengcheng Yin	2	0	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=t5lVb6sAAAAJ	Meta	33117
Pengtao Xie	2	0	0	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=cnncomYAAAAJ	Associate Professor, UC San Diego; Co-founder, AIBuildAI	12851
Petar Veličković	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=kcTK_FAAAAAJ	Senior Staff Research Scientist, Google DeepMind | Affiliated Lecturer, University of …	62952
Peter Clark	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=iXOSS48AAAAJ	CEOAS, Oregon State University	88018
Peter Henderson	2	0	0	1	0	1	0	0	https://scholar.google.com/citations?hl=en&user=dy_JBs0AAAAJ	Princeton University	33769
Peter Spirtes	2	0	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=mar1eCwAAAAJ	Professor of Philosophy, Carnegie Mellon University	31837
Phi Nguyen	2	0	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=CyCL3fAAAAAJ	Ton Duc Thang University, Ho Chi Minh City, Vietnam	3561
Philipp Hennig	2	0	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=UeG5w08AAAAJ	University of Tübingen, Tübingen AI Center	12056
Philippe Chlenski	2	1	0	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=_8s9f44AAAAJ	Research Scientist at Meta	1492
Pierfrancesco Beneventano	2	0	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=spL439oAAAAJ	25th Anniversary McGovern Fellow (Postdoc), MIT	179
Pierre Richemond	2	0	1	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=cw_TpTcAAAAJ	Google DeepMind	12605
Pierre-françois Massiani	2	1	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=ax9cEIQAAAAJ	RWTH Aachen University	63
Ping Ma	2	0	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=xCJ8lboAAAAJ	University of Georgia	4973
Ping Nie	2	0	0	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=Z0J7kwEAAAAJ	Associate Professor, Jilin Normal University	12232
Pingzhao Hu	2	0	1	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=ejiSuoYAAAAJ	Canada Research Chair, Associate Prof, Western University, Associate Prof., Univ. of …	9996
Piotr Miłoś	2	0	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=Se68XecAAAAJ	Mistral AI|University of Warsaw, ex-(Google|visiting prof. U.Oxford)	3651
